Index,DateKey,channelKey,StoreKey,ProductKey,SalesQuantity
167518,01-Jan-13,2,306,728,8
167519,01-Jan-13,3,200,698,18
167520,01-Jan-13,1,296,252,13
167521,01-Jan-13,1,76,437,9
167522,01-Jan-13,2,307,1458,26
167523,01-Jan-13,2,199,1348,9
167524,01-Jan-13,2,307,1348,13
167525,01-Jan-13,1,201,850,8
167526,01-Jan-13,3,200,1187,9
167527,01-Jan-13,1,257,1102,13
167528,01-Jan-13,1,101,132,18
167529,01-Jan-13,1,157,128,18
167530,01-Jan-13,1,161,824,18
167531,01-Jan-13,1,84,137,9
167532,01-Jan-13,1,132,592,9
167533,01-Jan-13,1,39,922,18
167534,01-Jan-13,3,200,811,27
167535,01-Jan-13,1,250,1086,16
167536,01-Jan-13,1,54,5,18
167537,01-Jan-13,2,199,1271,18
167538,01-Jan-13,1,79,1270,18
167539,01-Jan-13,1,85,986,18
167540,01-Jan-13,1,292,1160,13
167541,01-Jan-13,2,306,499,16
167542,01-Jan-13,1,44,512,18
167543,01-Jan-13,1,9,263,9
167544,01-Jan-13,1,117,494,9
167545,01-Jan-13,4,308,1154,9
167546,01-Jan-13,2,307,1115,26
167547,01-Jan-13,2,306,2506,320
167548,01-Jan-13,1,277,664,6
167549,01-Jan-13,1,40,400,9
167550,01-Jan-13,4,308,427,9
167551,01-Jan-13,1,40,718,9
167552,01-Jan-13,1,240,400,8
167553,01-Jan-13,2,306,194,16
167554,01-Jan-13,2,306,886,16
167555,01-Jan-13,4,310,1239,52
167556,01-Jan-13,1,256,300,26
167557,01-Jan-13,2,307,743,26
167558,01-Jan-13,1,231,38,8
167559,01-Jan-13,4,310,17,13
167560,01-Jan-13,1,100,275,18
167561,01-Jan-13,2,307,904,26
167562,01-Jan-13,4,309,49,8
167563,01-Jan-13,1,257,1489,6
167564,01-Jan-13,4,310,887,26
167565,01-Jan-13,2,199,790,36
167566,01-Jan-13,1,246,1020,8
167567,01-Jan-13,2,306,423,8
167568,01-Jan-13,2,307,1579,18
167569,01-Jan-13,1,79,681,9
167570,01-Jan-13,1,12,597,18
167571,01-Jan-13,4,310,1470,26
167572,01-Jan-13,4,309,415,32
167573,01-Jan-13,4,308,1228,9
167574,01-Jan-13,1,131,1351,18
167575,01-Jan-13,4,309,837,32
167576,01-Jan-13,1,147,467,18
167577,01-Jan-13,1,202,2490,320
167578,01-Jan-13,3,200,129,54
167579,01-Jan-13,4,309,848,16
167580,01-Jan-13,2,199,1645,18
167581,01-Jan-13,1,295,627,13
167582,01-Jan-13,1,35,1641,9
167583,01-Jan-13,4,310,371,13
167584,01-Jan-13,1,247,1121,8
167585,01-Jan-13,1,236,485,16
167586,01-Jan-13,1,126,956,9
167587,01-Jan-13,1,290,2489,360
167588,01-Jan-13,1,276,940,26
167589,01-Jan-13,1,262,1166,26
167590,01-Jan-13,1,246,284,8
167591,01-Jan-13,1,302,1475,26
167592,01-Jan-13,1,1,240,18
167593,01-Jan-13,2,307,823,13
167594,01-Jan-13,1,224,689,8
167595,01-Jan-13,1,270,2507,520
167596,01-Jan-13,1,295,1563,13
167597,01-Jan-13,1,159,91,9
167598,01-Jan-13,2,307,530,13
167599,01-Jan-13,2,199,1528,18
167600,01-Jan-13,1,255,2504,520
167601,01-Jan-13,1,167,724,9
167602,01-Jan-13,2,307,897,26
167603,01-Jan-13,2,199,829,18
167604,01-Jan-13,1,34,317,9
167605,01-Jan-13,1,219,348,8
167606,01-Jan-13,1,140,590,9
167607,01-Jan-13,3,200,757,18
167608,01-Jan-13,1,102,752,18
167609,02-Jan-13,4,308,1472,9
167610,02-Jan-13,2,307,1031,26
167611,02-Jan-13,1,161,1124,9
167612,02-Jan-13,1,246,767,16
167613,02-Jan-13,1,84,1408,9
167614,02-Jan-13,1,261,1102,13
167615,02-Jan-13,1,39,124,9
167616,02-Jan-13,1,260,67,26
167617,02-Jan-13,4,308,2517,1080
167618,02-Jan-13,1,213,683,8
167619,02-Jan-13,1,172,431,9
167620,02-Jan-13,3,200,74,36
167621,02-Jan-13,2,306,901,16
167622,02-Jan-13,3,200,1347,9
167623,02-Jan-13,1,132,662,9
167624,02-Jan-13,1,209,202,8
167625,02-Jan-13,1,267,1389,13
167626,02-Jan-13,1,286,1137,9
167627,02-Jan-13,1,300,888,26
167628,02-Jan-13,3,200,1160,18
167629,02-Jan-13,1,16,1376,9
167630,02-Jan-13,1,277,1110,26
167631,02-Jan-13,1,295,845,26
167632,02-Jan-13,1,98,273,9
167633,02-Jan-13,3,200,924,18
167634,02-Jan-13,2,306,1350,32
167635,02-Jan-13,4,310,931,26
167636,02-Jan-13,1,209,524,8
167637,02-Jan-13,3,200,336,9
167638,02-Jan-13,4,308,366,18
167639,02-Jan-13,1,299,1646,13
167640,02-Jan-13,1,282,713,9
167641,02-Jan-13,2,199,711,9
167642,02-Jan-13,1,163,1297,9
167643,02-Jan-13,1,221,1019,8
167644,02-Jan-13,4,308,2497,360
167645,02-Jan-13,3,200,201,18
167646,02-Jan-13,2,199,1174,9
167647,02-Jan-13,4,308,469,18
167648,02-Jan-13,1,172,359,9
167649,02-Jan-13,4,310,763,13
167650,02-Jan-13,1,183,498,18
167651,02-Jan-13,1,155,1136,9
167652,02-Jan-13,4,310,519,13
167653,02-Jan-13,1,196,1107,9
167654,02-Jan-13,3,200,363,27
167655,02-Jan-13,1,301,620,26
167656,02-Jan-13,1,271,1533,13
167657,02-Jan-13,1,187,661,9
167658,02-Jan-13,4,310,933,26
167659,02-Jan-13,1,64,987,9
167660,02-Jan-13,2,306,338,48
167661,02-Jan-13,4,308,1019,9
167662,02-Jan-13,3,200,1183,18
167663,02-Jan-13,1,225,1197,8
167664,02-Jan-13,1,128,452,18
167665,02-Jan-13,1,252,470,26
167666,02-Jan-13,1,6,1610,9
167667,02-Jan-13,1,295,380,6
167668,02-Jan-13,2,307,1122,13
167669,02-Jan-13,1,8,1344,18
167670,02-Jan-13,1,22,982,9
167671,02-Jan-13,1,105,32,9
167672,02-Jan-13,1,198,293,9
167673,02-Jan-13,1,186,645,9
167674,02-Jan-13,3,200,1206,9
167675,02-Jan-13,1,180,342,9
167676,02-Jan-13,2,307,226,26
167677,02-Jan-13,1,253,1043,13
167678,02-Jan-13,2,307,1564,6
167679,02-Jan-13,3,200,1392,18
167680,02-Jan-13,1,78,2497,360
167681,02-Jan-13,3,200,1116,18
167682,02-Jan-13,2,307,1251,26
167683,02-Jan-13,1,259,1524,6
167684,02-Jan-13,2,307,1221,13
167685,02-Jan-13,1,178,836,18
167686,02-Jan-13,1,90,194,18
167687,02-Jan-13,2,307,328,26
167688,02-Jan-13,1,165,733,9
167689,02-Jan-13,1,233,338,8
167690,02-Jan-13,1,60,241,9
167691,02-Jan-13,1,292,1024,13
167692,02-Jan-13,1,247,239,8
167693,02-Jan-13,2,199,407,9
167694,02-Jan-13,1,70,1544,9
167695,02-Jan-13,1,121,731,9
167696,02-Jan-13,1,269,831,26
167697,02-Jan-13,3,200,46,36
167698,02-Jan-13,1,107,1280,18
167699,02-Jan-13,3,200,1609,9
167700,02-Jan-13,1,289,128,18
167701,02-Jan-13,1,76,895,18
167702,02-Jan-13,1,84,866,9
167703,02-Jan-13,1,48,457,18
167704,02-Jan-13,1,259,2512,120
167705,02-Jan-13,2,307,310,13
167706,02-Jan-13,3,200,630,9
167707,02-Jan-13,1,151,1586,9
167708,02-Jan-13,4,310,1248,26
167709,02-Jan-13,1,167,1211,9
167710,02-Jan-13,1,220,1145,8
167711,02-Jan-13,2,306,732,8
167712,02-Jan-13,4,309,1031,16
167713,02-Jan-13,3,200,973,18
167714,02-Jan-13,1,94,387,9
167715,02-Jan-13,2,306,371,8
167716,02-Jan-13,2,199,369,9
167717,02-Jan-13,3,200,1037,9
167718,02-Jan-13,4,308,128,18
167719,02-Jan-13,2,307,132,26
167720,02-Jan-13,1,251,291,13
167721,02-Jan-13,1,252,1035,6
167722,02-Jan-13,1,269,1615,6
167723,02-Jan-13,1,40,246,9
167724,02-Jan-13,1,146,2516,360
167725,02-Jan-13,1,187,1589,18
167726,02-Jan-13,1,63,1603,18
167727,02-Jan-13,1,109,1161,9
167728,02-Jan-13,1,265,2508,520
167729,02-Jan-13,1,269,1025,13
167730,02-Jan-13,2,307,105,13
167731,02-Jan-13,1,155,653,9
167732,02-Jan-13,1,170,1132,9
167733,02-Jan-13,2,306,1184,16
167734,02-Jan-13,2,307,595,26
167735,02-Jan-13,1,254,498,26
167736,02-Jan-13,1,187,1066,18
167737,02-Jan-13,1,143,1276,18
167738,02-Jan-13,2,307,1120,12
167739,02-Jan-13,2,306,829,8
167740,02-Jan-13,2,306,1082,32
167741,02-Jan-13,1,203,585,16
167742,02-Jan-13,4,309,1141,8
167743,02-Jan-13,4,308,1332,18
167744,02-Jan-13,1,250,785,8
167745,02-Jan-13,1,8,71,18
167746,02-Jan-13,1,21,1262,18
167747,02-Jan-13,1,302,1081,13
167748,02-Jan-13,1,69,590,9
167749,02-Jan-13,1,294,553,13
167750,02-Jan-13,4,309,1449,8
167751,02-Jan-13,1,114,713,9
167752,02-Jan-13,1,69,186,18
167753,02-Jan-13,1,219,1454,16
167754,02-Jan-13,1,187,375,9
167755,02-Jan-13,1,131,1577,9
167756,02-Jan-13,1,160,1458,18
167757,02-Jan-13,1,146,1239,18
167758,02-Jan-13,1,228,1472,8
167759,02-Jan-13,1,113,202,9
167760,02-Jan-13,2,199,556,9
167761,03-Jan-13,4,310,662,6
167762,03-Jan-13,4,310,347,26
167763,03-Jan-13,1,218,1250,16
167764,03-Jan-13,2,306,989,16
167765,03-Jan-13,1,276,562,26
167766,03-Jan-13,1,89,1083,9
167767,03-Jan-13,1,59,762,9
167768,03-Jan-13,1,42,500,18
167769,03-Jan-13,3,200,1542,18
167770,03-Jan-13,1,257,477,13
167771,03-Jan-13,1,176,482,9
167772,03-Jan-13,2,306,535,8
167773,03-Jan-13,1,151,582,9
167774,03-Jan-13,1,90,1036,9
167775,03-Jan-13,1,221,412,8
167776,03-Jan-13,4,309,974,16
167777,03-Jan-13,1,271,803,26
167778,03-Jan-13,1,248,374,8
167779,03-Jan-13,1,240,803,16
167780,03-Jan-13,4,308,401,18
167781,03-Jan-13,2,307,1171,26
167782,03-Jan-13,1,255,1122,13
167783,03-Jan-13,2,306,118,16
167784,03-Jan-13,4,310,484,26
167785,03-Jan-13,1,214,698,8
167786,03-Jan-13,2,199,836,36
167787,03-Jan-13,1,275,1091,13
167788,03-Jan-13,3,200,1559,9
167789,03-Jan-13,1,237,1296,8
167790,03-Jan-13,1,259,952,13
167791,03-Jan-13,2,306,154,16
167792,03-Jan-13,3,200,1042,18
167793,03-Jan-13,4,310,1051,13
167794,03-Jan-13,1,52,599,9
167795,03-Jan-13,4,310,1045,26
167796,03-Jan-13,1,139,528,9
167797,03-Jan-13,1,147,627,9
167798,03-Jan-13,1,117,394,9
167799,03-Jan-13,4,310,975,52
167800,03-Jan-13,1,252,419,13
167801,03-Jan-13,1,294,1557,6
167802,03-Jan-13,1,159,13,18
167803,03-Jan-13,2,307,161,6
167804,03-Jan-13,1,230,677,16
167805,03-Jan-13,2,306,29,8
167806,03-Jan-13,1,9,1328,9
167807,03-Jan-13,2,307,1524,6
167808,03-Jan-13,1,72,844,18
167809,03-Jan-13,1,22,341,9
167810,03-Jan-13,1,194,666,9
167811,03-Jan-13,1,85,951,9
167812,03-Jan-13,1,296,92,13
167813,03-Jan-13,2,306,330,8
167814,03-Jan-13,1,109,1464,9
167815,03-Jan-13,1,212,371,8
167816,03-Jan-13,1,148,537,18
167817,03-Jan-13,4,308,1607,9
167818,03-Jan-13,1,197,1357,9
167819,03-Jan-13,1,120,448,18
167820,03-Jan-13,1,159,3,18
167821,03-Jan-13,1,124,1409,9
167822,03-Jan-13,1,256,692,6
167823,03-Jan-13,1,154,2506,360
167824,03-Jan-13,2,199,755,36
167825,03-Jan-13,2,307,1461,26
167826,03-Jan-13,1,210,956,8
167827,03-Jan-13,2,307,2492,520
167828,03-Jan-13,1,143,1285,18
167829,03-Jan-13,1,168,1029,9
167830,03-Jan-13,1,248,566,8
167831,03-Jan-13,2,307,2495,520
167832,03-Jan-13,1,176,14,18
167833,03-Jan-13,1,140,1105,9
167834,03-Jan-13,1,48,1351,18
167835,03-Jan-13,2,199,1517,27
167836,03-Jan-13,2,199,615,18
167837,03-Jan-13,3,200,942,36
167838,03-Jan-13,1,303,1015,8
167839,03-Jan-13,2,306,1084,16
167840,03-Jan-13,1,128,633,9
167841,03-Jan-13,4,310,10,26
167842,03-Jan-13,2,307,1467,13
167843,03-Jan-13,4,308,115,9
167844,03-Jan-13,1,254,1490,26
167845,03-Jan-13,1,292,245,13
167846,03-Jan-13,2,199,1016,18
167847,03-Jan-13,3,200,966,9
167848,03-Jan-13,2,199,1581,9
167849,03-Jan-13,1,9,378,9
167850,03-Jan-13,3,200,1627,9
167851,03-Jan-13,1,158,742,18
167852,03-Jan-13,2,199,866,9
167853,03-Jan-13,1,243,1414,8
167854,03-Jan-13,1,160,1418,9
167855,03-Jan-13,1,123,1426,9
167856,03-Jan-13,2,307,925,78
167857,03-Jan-13,1,287,233,9
167858,03-Jan-13,2,306,856,8
167859,03-Jan-13,1,28,746,9
167860,03-Jan-13,2,199,678,18
167861,03-Jan-13,4,310,1610,6
167862,03-Jan-13,1,276,1061,13
167863,03-Jan-13,2,307,1605,6
167864,03-Jan-13,2,199,846,18
167865,03-Jan-13,2,199,1036,9
167866,03-Jan-13,2,307,733,13
167867,03-Jan-13,1,191,248,9
167868,03-Jan-13,3,200,1124,9
167869,03-Jan-13,4,308,758,9
167870,03-Jan-13,1,109,117,18
167871,03-Jan-13,1,296,1439,13
167872,03-Jan-13,1,177,1003,18
167873,03-Jan-13,1,51,1358,9
167874,03-Jan-13,1,293,671,13
167875,03-Jan-13,2,199,1122,9
167876,03-Jan-13,2,199,199,9
167877,03-Jan-13,4,308,1062,18
167878,03-Jan-13,2,199,985,45
167879,03-Jan-13,1,271,35,13
167880,03-Jan-13,2,307,295,52
167881,03-Jan-13,2,307,1488,13
167882,03-Jan-13,2,306,2489,640
167883,03-Jan-13,1,146,1003,18
167884,03-Jan-13,1,180,235,9
167885,03-Jan-13,1,165,401,18
167886,03-Jan-13,3,200,1267,18
167887,03-Jan-13,1,129,1112,9
167888,03-Jan-13,1,18,537,18
167889,03-Jan-13,1,27,1643,9
167890,03-Jan-13,1,96,96,18
167891,03-Jan-13,1,204,513,16
167892,03-Jan-13,1,161,409,18
167893,03-Jan-13,1,301,716,13
167894,03-Jan-13,1,119,951,9
167895,03-Jan-13,4,308,1610,9
167896,03-Jan-13,1,102,243,9
167897,03-Jan-13,4,308,1134,18
167898,04-Jan-13,1,40,1408,9
167899,04-Jan-13,1,296,226,26
167900,04-Jan-13,1,116,67,18
167901,04-Jan-13,1,85,1088,9
167902,04-Jan-13,1,272,1147,13
167903,04-Jan-13,2,199,766,18
167904,04-Jan-13,1,169,558,9
167905,04-Jan-13,1,253,1258,26
167906,04-Jan-13,1,75,1032,9
167907,04-Jan-13,3,200,1514,9
167908,04-Jan-13,1,279,688,13
167909,04-Jan-13,3,200,749,9
167910,04-Jan-13,1,115,104,9
167911,04-Jan-13,1,195,309,9
167912,04-Jan-13,2,307,1145,13
167913,04-Jan-13,1,267,1026,13
167914,04-Jan-13,1,259,1414,13
167915,04-Jan-13,2,307,771,26
167916,04-Jan-13,2,307,295,26
167917,04-Jan-13,4,309,1553,8
167918,04-Jan-13,1,300,1014,26
167919,04-Jan-13,1,294,1403,13
167920,04-Jan-13,2,307,1383,26
167921,04-Jan-13,2,307,1064,13
167922,04-Jan-13,1,268,1246,26
167923,04-Jan-13,1,275,34,13
167924,04-Jan-13,2,307,243,13
167925,04-Jan-13,1,302,1278,26
167926,04-Jan-13,1,263,117,16
167927,04-Jan-13,1,139,81,18
167928,04-Jan-13,4,309,1278,16
167929,04-Jan-13,1,31,358,18
167930,04-Jan-13,4,308,539,9
167931,04-Jan-13,3,200,68,72
167932,04-Jan-13,1,74,1416,9
167933,04-Jan-13,4,308,1546,9
167934,04-Jan-13,1,52,338,9
167935,04-Jan-13,4,310,1003,26
167936,04-Jan-13,4,308,338,9
167937,04-Jan-13,1,59,1654,9
167938,04-Jan-13,1,253,689,13
167939,04-Jan-13,2,307,409,26
167940,04-Jan-13,2,199,1136,9
167941,04-Jan-13,1,275,704,13
167942,04-Jan-13,1,255,440,26
167943,04-Jan-13,4,309,1026,8
167944,04-Jan-13,1,267,1129,13
167945,04-Jan-13,2,199,1105,9
167946,04-Jan-13,4,309,1659,16
167947,04-Jan-13,1,268,206,13
167948,04-Jan-13,2,306,437,8
167949,04-Jan-13,1,146,464,9
167950,04-Jan-13,4,308,653,9
167951,04-Jan-13,1,272,203,13
167952,04-Jan-13,1,29,374,9
167953,04-Jan-13,4,308,1271,18
167954,04-Jan-13,1,129,1262,18
167955,04-Jan-13,4,309,1213,16
167956,04-Jan-13,1,166,412,18
167957,04-Jan-13,3,200,288,54
167958,04-Jan-13,4,308,898,18
167959,04-Jan-13,2,199,183,9
167960,04-Jan-13,4,310,266,26
167961,04-Jan-13,1,271,1433,13
167962,04-Jan-13,2,307,865,26
167963,04-Jan-13,4,310,202,26
167964,04-Jan-13,3,200,686,9
167965,04-Jan-13,2,307,1580,6
167966,04-Jan-13,1,92,428,9
167967,04-Jan-13,1,41,1542,9
167968,04-Jan-13,2,199,1479,18
167969,04-Jan-13,1,188,344,9
167970,04-Jan-13,1,8,768,18
167971,04-Jan-13,1,261,35,13
167972,04-Jan-13,2,307,1508,13
167973,04-Jan-13,1,301,1563,13
167974,04-Jan-13,2,307,91,26
167975,04-Jan-13,1,3,1202,9
167976,04-Jan-13,4,310,102,13
167977,04-Jan-13,1,139,1412,9
167978,04-Jan-13,4,310,1151,13
167979,04-Jan-13,1,194,342,9
167980,04-Jan-13,2,199,572,18
167981,04-Jan-13,1,235,762,8
167982,04-Jan-13,4,310,1026,13
167983,04-Jan-13,1,63,388,9
167984,04-Jan-13,1,214,371,8
167985,04-Jan-13,1,305,377,8
167986,04-Jan-13,2,307,1096,12
167987,04-Jan-13,1,159,515,18
167988,04-Jan-13,1,59,240,18
167989,04-Jan-13,1,293,224,13
167990,04-Jan-13,2,199,347,18
167991,04-Jan-13,3,200,1311,36
167992,04-Jan-13,1,286,782,18
167993,04-Jan-13,2,306,524,8
167994,04-Jan-13,1,96,1107,9
167995,04-Jan-13,3,200,887,54
167996,04-Jan-13,1,94,338,9
167997,04-Jan-13,1,281,664,6
167998,04-Jan-13,2,306,682,8
167999,04-Jan-13,1,94,368,9
168000,04-Jan-13,1,152,960,18
168001,04-Jan-13,1,5,268,9
168002,04-Jan-13,1,110,1395,9
168003,04-Jan-13,4,308,176,9
168004,04-Jan-13,2,306,1119,16
168005,04-Jan-13,4,310,11,26
168006,04-Jan-13,4,308,1058,18
168007,04-Jan-13,1,96,473,18
168008,04-Jan-13,4,308,2514,360
168009,04-Jan-13,1,257,633,6
168010,04-Jan-13,1,35,240,18
168011,04-Jan-13,4,308,515,18
168012,04-Jan-13,2,199,1148,9
168013,04-Jan-13,1,301,691,6
168014,04-Jan-13,1,151,623,9
168015,04-Jan-13,1,115,357,18
168016,04-Jan-13,4,309,550,16
168017,04-Jan-13,2,199,278,9
168018,04-Jan-13,1,305,1156,8
168019,04-Jan-13,1,18,1053,9
168020,04-Jan-13,2,307,210,26
168021,04-Jan-13,1,183,423,9
168022,04-Jan-13,1,287,1168,9
168023,04-Jan-13,2,306,1103,16
168024,04-Jan-13,2,306,1220,8
168025,04-Jan-13,2,306,826,16
168026,04-Jan-13,1,55,663,9
168027,04-Jan-13,2,307,950,6
168028,04-Jan-13,1,275,903,26
168029,04-Jan-13,1,93,1430,9
168030,04-Jan-13,1,159,1029,9
168031,04-Jan-13,2,306,963,16
168032,04-Jan-13,1,108,955,9
168033,04-Jan-13,1,69,96,18
168034,04-Jan-13,2,306,1185,8
168035,04-Jan-13,1,245,1444,8
168036,05-Jan-13,2,306,806,32
168037,05-Jan-13,1,60,1079,9
168038,05-Jan-13,1,130,324,9
168039,05-Jan-13,4,308,744,18
168040,05-Jan-13,2,307,431,13
168041,05-Jan-13,2,307,154,13
168042,05-Jan-13,1,163,6,18
168043,05-Jan-13,1,269,1091,13
168044,05-Jan-13,4,309,1229,16
168045,05-Jan-13,1,40,191,18
168046,05-Jan-13,2,306,1636,8
168047,05-Jan-13,4,308,550,18
168048,05-Jan-13,3,200,360,9
168049,05-Jan-13,1,224,797,8
168050,05-Jan-13,4,308,313,18
168051,05-Jan-13,1,158,1624,9
168052,05-Jan-13,2,199,900,18
168053,05-Jan-13,1,186,731,9
168054,05-Jan-13,1,109,301,9
168055,05-Jan-13,1,251,881,26
168056,05-Jan-13,1,262,502,26
168057,05-Jan-13,2,199,269,9
168058,05-Jan-13,2,307,604,39
168059,05-Jan-13,2,199,589,9
168060,05-Jan-13,1,178,1120,9
168061,05-Jan-13,1,259,1452,13
168062,05-Jan-13,4,310,629,13
168063,05-Jan-13,3,200,1640,18
168064,05-Jan-13,4,309,880,16
168065,05-Jan-13,1,203,521,8
168066,05-Jan-13,1,277,530,13
168067,05-Jan-13,4,309,401,16
168068,05-Jan-13,1,125,1127,18
168069,05-Jan-13,4,308,378,18
168070,05-Jan-13,1,204,368,8
168071,05-Jan-13,1,83,300,18
168072,05-Jan-13,1,191,1302,9
168073,05-Jan-13,2,306,1384,16
168074,05-Jan-13,1,61,728,9
168075,05-Jan-13,1,8,611,9
168076,05-Jan-13,2,199,137,18
168077,05-Jan-13,1,154,1364,9
168078,05-Jan-13,1,262,1351,26
168079,05-Jan-13,1,261,16,13
168080,05-Jan-13,1,164,671,9
168081,05-Jan-13,4,309,1141,8
168082,05-Jan-13,1,235,113,8
168083,05-Jan-13,2,199,623,27
168084,05-Jan-13,1,101,1468,18
168085,05-Jan-13,1,164,1258,18
168086,05-Jan-13,2,199,1521,9
168087,05-Jan-13,1,124,1053,9
168088,05-Jan-13,1,26,512,18
168089,05-Jan-13,1,169,855,9
168090,05-Jan-13,2,307,39,6
168091,05-Jan-13,1,264,1175,13
168092,05-Jan-13,1,300,1397,13
168093,05-Jan-13,1,43,975,18
168094,05-Jan-13,2,306,155,8
168095,05-Jan-13,1,12,1330,9
168096,05-Jan-13,2,307,683,13
168097,05-Jan-13,4,310,422,12
168098,05-Jan-13,2,307,1073,39
168099,05-Jan-13,1,245,1234,8
168100,05-Jan-13,1,263,66,16
168101,05-Jan-13,1,71,975,18
168102,05-Jan-13,1,201,374,8
168103,05-Jan-13,1,95,357,18
168104,05-Jan-13,3,200,1110,18
168105,05-Jan-13,1,128,1518,9
168106,05-Jan-13,2,307,681,13
168107,05-Jan-13,3,200,601,9
168108,05-Jan-13,2,306,844,32
168109,05-Jan-13,2,307,1270,26
168110,05-Jan-13,2,199,675,18
168111,05-Jan-13,2,307,778,26
168112,05-Jan-13,1,259,813,26
168113,05-Jan-13,1,233,496,8
168114,05-Jan-13,2,306,768,16
168115,05-Jan-13,2,307,417,13
168116,05-Jan-13,2,307,1253,26
168117,05-Jan-13,1,298,242,13
168118,05-Jan-13,2,199,1100,18
168119,05-Jan-13,1,27,813,18
168120,05-Jan-13,1,224,1288,16
168121,05-Jan-13,1,120,347,9
168122,05-Jan-13,1,73,1484,9
168123,05-Jan-13,2,199,1373,18
168124,05-Jan-13,2,199,748,18
168125,05-Jan-13,2,306,991,8
168126,05-Jan-13,1,163,971,9
168127,05-Jan-13,1,64,366,9
168128,05-Jan-13,4,309,898,16
168129,05-Jan-13,1,300,341,13
168130,05-Jan-13,4,308,793,18
168131,05-Jan-13,1,114,956,9
168132,05-Jan-13,1,60,272,9
168133,05-Jan-13,2,306,371,16
168134,05-Jan-13,1,267,794,26
168135,05-Jan-13,1,81,1406,18
168136,05-Jan-13,1,140,500,18
168137,05-Jan-13,1,239,616,8
168138,05-Jan-13,1,116,306,9
168139,05-Jan-13,4,310,1565,13
168140,05-Jan-13,4,308,719,9
168141,05-Jan-13,2,199,1072,9
168142,05-Jan-13,1,276,290,13
168143,05-Jan-13,1,90,113,9
168144,05-Jan-13,1,64,196,18
168145,05-Jan-13,1,214,1495,8
168146,05-Jan-13,1,284,303,9
168147,05-Jan-13,1,8,568,9
168148,05-Jan-13,2,307,780,26
168149,05-Jan-13,1,207,247,8
168150,05-Jan-13,1,95,1635,9
168151,05-Jan-13,2,307,1065,13
168152,05-Jan-13,1,72,655,9
168153,05-Jan-13,1,208,1087,8
168154,05-Jan-13,4,308,464,9
168155,05-Jan-13,2,307,513,26
168156,05-Jan-13,2,199,393,18
168157,05-Jan-13,2,306,84,8
168158,05-Jan-13,1,85,206,9
168159,05-Jan-13,1,272,903,26
168160,05-Jan-13,1,35,1524,9
168161,05-Jan-13,1,116,397,9
168162,05-Jan-13,4,310,675,13
168163,05-Jan-13,2,306,1394,8
168164,05-Jan-13,4,308,357,18
168165,05-Jan-13,1,268,382,13
168166,05-Jan-13,3,200,1,18
168167,05-Jan-13,2,306,426,16
168168,05-Jan-13,1,278,325,13
168169,05-Jan-13,2,199,1241,9
168170,05-Jan-13,1,75,747,18
168171,05-Jan-13,1,32,909,18
