Index,DateKey,channelKey,StoreKey,ProductKey,SalesQuantity
98221,01-Jan-12,1,176,2493,180
98222,01-Jan-12,2,306,950,8
98223,01-Jan-12,2,307,1242,13
98224,01-Jan-12,1,267,901,13
98225,01-Jan-12,1,300,980,13
98226,01-Jan-12,1,261,427,26
98227,01-Jan-12,4,310,510,26
98228,01-Jan-12,1,89,1249,9
98229,01-Jan-12,1,254,1343,13
98230,01-Jan-12,2,199,642,9
98231,01-Jan-12,2,306,694,16
98232,01-Jan-12,1,22,1167,9
98233,01-Jan-12,3,200,1432,9
98234,01-Jan-12,1,260,1218,13
98235,01-Jan-12,1,259,415,13
98236,01-Jan-12,3,200,642,9
98237,01-Jan-12,1,185,968,9
98238,01-Jan-12,1,16,1464,9
98239,01-Jan-12,4,309,1299,16
98240,01-Jan-12,1,175,1373,9
98241,01-Jan-12,1,276,718,13
98242,01-Jan-12,1,32,1169,9
98243,01-Jan-12,1,99,128,9
98244,01-Jan-12,4,309,2488,160
98245,01-Jan-12,2,306,1165,8
98246,01-Jan-12,4,310,706,26
98247,01-Jan-12,1,120,888,9
98248,01-Jan-12,1,115,371,9
98249,01-Jan-12,1,21,336,9
98250,01-Jan-12,1,249,625,8
98251,01-Jan-12,4,308,948,9
98252,01-Jan-12,1,299,68,13
98253,01-Jan-12,4,309,1358,8
98254,01-Jan-12,1,112,240,9
98255,01-Jan-12,1,176,613,9
98256,01-Jan-12,2,199,1383,9
98257,01-Jan-12,1,278,1449,13
98258,01-Jan-12,1,92,922,9
98259,01-Jan-12,4,309,1180,8
98260,01-Jan-12,1,146,995,9
98261,01-Jan-12,2,307,1331,13
98262,01-Jan-12,4,308,122,9
98263,01-Jan-12,2,306,750,8
98264,01-Jan-12,2,307,412,13
98265,01-Jan-12,1,167,636,9
98266,01-Jan-12,2,199,7,18
98267,01-Jan-12,1,259,394,13
98268,01-Jan-12,3,200,345,9
98269,01-Jan-12,3,200,1014,9
98270,01-Jan-12,1,117,1038,9
98271,01-Jan-12,1,20,1194,9
98272,01-Jan-12,2,307,1657,13
98273,01-Jan-12,1,173,1339,9
98274,01-Jan-12,4,308,763,9
98275,01-Jan-12,1,51,77,9
98276,01-Jan-12,1,120,578,9
98277,01-Jan-12,1,22,1498,9
98278,01-Jan-12,4,308,389,9
98279,01-Jan-12,1,95,1400,9
98280,01-Jan-12,1,283,1047,9
98281,01-Jan-12,4,309,418,16
98282,01-Jan-12,4,310,267,13
98283,01-Jan-12,1,221,1206,8
98284,01-Jan-12,4,309,70,8
98285,01-Jan-12,3,200,568,18
98286,01-Jan-12,1,214,881,8
98287,01-Jan-12,1,168,1180,9
98288,01-Jan-12,4,310,1019,13
98289,01-Jan-12,1,123,348,9
98290,01-Jan-12,1,113,1189,9
98291,01-Jan-12,1,294,609,13
98292,01-Jan-12,1,138,1592,9
98293,01-Jan-12,1,268,134,13
98294,01-Jan-12,1,297,1193,13
98295,01-Jan-12,1,179,367,9
98296,01-Jan-12,1,299,1040,13
98297,01-Jan-12,1,40,768,9
98298,01-Jan-12,2,307,1596,26
98299,01-Jan-12,4,308,1306,18
98300,01-Jan-12,4,309,927,8
98301,01-Jan-12,2,307,666,39
98302,01-Jan-12,1,113,134,9
98303,01-Jan-12,4,310,863,13
98304,01-Jan-12,1,19,554,9
98305,01-Jan-12,1,17,1144,9
98306,01-Jan-12,3,200,1392,9
98307,01-Jan-12,1,250,1025,8
98308,01-Jan-12,1,272,882,13
98309,01-Jan-12,2,199,708,9
98310,01-Jan-12,1,135,9,9
98311,01-Jan-12,1,179,193,9
98312,01-Jan-12,1,115,400,9
98313,01-Jan-12,1,226,121,8
98314,01-Jan-12,1,41,82,9
98315,01-Jan-12,1,81,1354,9
98316,01-Jan-12,1,87,821,9
98317,01-Jan-12,3,200,936,18
98318,01-Jan-12,1,237,1505,8
98319,01-Jan-12,1,160,1317,9
98320,01-Jan-12,3,200,968,18
98321,01-Jan-12,1,71,1656,9
98322,01-Jan-12,2,307,1053,13
98323,01-Jan-12,3,200,1300,9
98324,01-Jan-12,1,132,932,9
98325,01-Jan-12,1,190,286,9
98326,01-Jan-12,4,308,1637,18
98327,01-Jan-12,1,59,1167,9
98328,01-Jan-12,4,308,796,9
98329,01-Jan-12,4,310,1139,13
98330,01-Jan-12,2,199,929,9
98331,01-Jan-12,1,86,397,9
98332,01-Jan-12,3,200,1119,9
98333,01-Jan-12,2,199,256,9
98334,01-Jan-12,4,309,818,16
98335,01-Jan-12,1,195,177,9
98336,01-Jan-12,1,281,1652,13
98337,01-Jan-12,1,242,1351,8
98338,01-Jan-12,1,196,312,9
98339,01-Jan-12,1,215,228,8
98340,01-Jan-12,1,294,1127,13
98341,01-Jan-12,1,128,1306,9
98342,01-Jan-12,1,281,524,13
98343,01-Jan-12,1,259,68,13
98344,01-Jan-12,2,307,6,39
98345,01-Jan-12,1,42,293,9
98346,01-Jan-12,1,300,1211,13
98347,01-Jan-12,4,309,980,8
98348,01-Jan-12,1,234,306,8
98349,01-Jan-12,1,108,1096,9
98350,01-Jan-12,2,199,1159,9
98351,01-Jan-12,4,309,602,8
98352,01-Jan-12,1,253,301,13
98353,01-Jan-12,2,306,194,8
98354,01-Jan-12,2,307,552,13
98355,01-Jan-12,2,307,1085,13
98356,01-Jan-12,2,199,1154,9
98357,01-Jan-12,4,310,1262,13
98358,02-Jan-12,1,84,1499,9
98359,02-Jan-12,1,190,1272,9
98360,02-Jan-12,1,186,218,9
98361,02-Jan-12,2,307,76,13
98362,02-Jan-12,1,269,982,13
98363,02-Jan-12,4,308,794,9
98364,02-Jan-12,1,212,1251,8
98365,02-Jan-12,1,40,130,9
98366,02-Jan-12,1,300,370,13
98367,02-Jan-12,4,309,1303,8
98368,02-Jan-12,1,281,234,13
98369,02-Jan-12,1,4,790,9
98370,02-Jan-12,1,34,454,18
98371,02-Jan-12,1,302,577,13
98372,02-Jan-12,4,309,511,8
98373,02-Jan-12,1,80,934,9
98374,02-Jan-12,1,112,598,9
98375,02-Jan-12,1,60,270,9
98376,02-Jan-12,3,200,292,9
98377,02-Jan-12,1,93,693,9
98378,02-Jan-12,1,184,1326,9
98379,02-Jan-12,1,294,742,13
98380,02-Jan-12,1,156,1465,9
98381,02-Jan-12,1,95,1640,9
98382,02-Jan-12,1,23,1124,9
98383,02-Jan-12,1,173,1140,9
98384,02-Jan-12,1,299,75,13
98385,02-Jan-12,1,251,1113,13
98386,02-Jan-12,4,310,987,13
98387,02-Jan-12,1,296,1579,13
98388,02-Jan-12,1,165,651,9
98389,02-Jan-12,1,121,1498,9
98390,02-Jan-12,1,53,373,9
98391,02-Jan-12,1,98,336,9
98392,02-Jan-12,1,141,189,9
98393,02-Jan-12,2,199,1086,36
98394,02-Jan-12,1,17,178,9
98395,02-Jan-12,2,199,1593,18
98396,02-Jan-12,1,47,722,9
98397,02-Jan-12,1,299,1092,13
98398,02-Jan-12,2,199,887,18
98399,02-Jan-12,1,134,245,9
98400,02-Jan-12,1,84,1655,9
98401,02-Jan-12,1,121,81,9
98402,02-Jan-12,1,254,635,13
98403,02-Jan-12,1,43,342,9
98404,02-Jan-12,1,78,241,9
98405,02-Jan-12,1,26,786,9
98406,02-Jan-12,1,232,1310,8
98407,02-Jan-12,3,200,1026,9
98408,02-Jan-12,3,200,747,9
98409,02-Jan-12,1,137,788,9
98410,02-Jan-12,1,277,988,13
98411,02-Jan-12,2,307,385,13
98412,02-Jan-12,1,8,1510,9
98413,02-Jan-12,2,307,1214,13
98414,02-Jan-12,1,182,418,18
98415,02-Jan-12,1,60,711,9
98416,02-Jan-12,4,308,849,18
98417,02-Jan-12,1,291,207,9
98418,02-Jan-12,2,306,70,8
98419,02-Jan-12,1,164,1342,9
98420,02-Jan-12,1,196,135,9
98421,02-Jan-12,1,103,955,9
98422,02-Jan-12,3,200,1386,9
98423,02-Jan-12,1,157,1358,9
98424,02-Jan-12,4,308,1652,9
98425,02-Jan-12,3,200,223,18
98426,02-Jan-12,2,306,1229,24
98427,02-Jan-12,3,200,293,9
98428,02-Jan-12,2,307,1391,13
98429,02-Jan-12,1,265,1207,13
98430,02-Jan-12,4,308,497,9
98431,02-Jan-12,1,111,482,9
98432,02-Jan-12,1,114,642,9
98433,02-Jan-12,1,109,357,9
98434,02-Jan-12,4,308,1446,9
98435,02-Jan-12,1,254,1102,13
98436,02-Jan-12,1,132,329,9
98437,02-Jan-12,1,95,855,9
98438,02-Jan-12,1,130,1090,18
98439,02-Jan-12,2,307,1320,13
98440,02-Jan-12,4,308,165,18
98441,02-Jan-12,1,261,406,13
98442,02-Jan-12,4,309,1159,8
98443,02-Jan-12,3,200,784,9
98444,02-Jan-12,1,176,279,9
98445,02-Jan-12,2,199,721,9
98446,02-Jan-12,1,219,1420,8
98447,02-Jan-12,1,206,642,8
98448,02-Jan-12,1,172,1050,9
98449,02-Jan-12,1,54,548,9
98450,02-Jan-12,1,39,399,9
98451,02-Jan-12,1,296,950,13
98452,02-Jan-12,3,200,1266,9
98453,02-Jan-12,3,200,203,18
98454,02-Jan-12,1,198,815,9
98455,02-Jan-12,1,302,223,13
98456,02-Jan-12,2,307,1454,13
98457,02-Jan-12,2,199,905,18
98458,02-Jan-12,1,7,1025,9
98459,02-Jan-12,3,200,399,27
98460,02-Jan-12,1,255,1624,13
98461,02-Jan-12,1,304,1296,8
98462,02-Jan-12,1,286,228,9
98463,02-Jan-12,1,256,1596,13
98464,02-Jan-12,4,308,1546,18
98465,02-Jan-12,4,310,270,13
98466,02-Jan-12,2,199,1419,36
98467,02-Jan-12,1,129,485,9
98468,02-Jan-12,1,139,1158,9
98469,02-Jan-12,1,298,1626,13
98470,02-Jan-12,1,50,964,9
98471,02-Jan-12,1,180,286,9
98472,02-Jan-12,1,206,946,8
98473,02-Jan-12,4,309,1318,8
98474,02-Jan-12,2,199,766,9
98475,02-Jan-12,2,307,394,13
98476,02-Jan-12,2,307,154,26
98477,02-Jan-12,1,256,1199,26
98478,02-Jan-12,4,308,194,9
98479,02-Jan-12,1,236,1255,8
98480,02-Jan-12,2,306,1192,8
98481,02-Jan-12,1,136,1613,9
98482,02-Jan-12,1,265,129,13
98483,02-Jan-12,1,204,1201,8
98484,02-Jan-12,1,166,1495,9
98485,02-Jan-12,1,73,763,9
98486,02-Jan-12,1,192,1344,9
98487,02-Jan-12,1,185,1319,9
98488,02-Jan-12,4,308,1,9
98489,02-Jan-12,4,309,1585,8
98490,02-Jan-12,2,307,1629,13
98491,02-Jan-12,1,197,326,9
98492,02-Jan-12,3,200,1564,9
98493,02-Jan-12,1,73,288,9
98494,02-Jan-12,1,189,1196,9
98495,02-Jan-12,3,200,225,9
98496,02-Jan-12,1,89,330,9
98497,02-Jan-12,3,200,661,9
98498,02-Jan-12,4,310,361,13
98499,02-Jan-12,2,199,888,9
98500,02-Jan-12,1,15,888,9
98501,02-Jan-12,1,94,1419,9
98502,02-Jan-12,2,306,1562,8
98503,02-Jan-12,1,104,793,9
98504,02-Jan-12,1,116,880,9
98505,02-Jan-12,2,199,1195,18
98506,02-Jan-12,1,295,454,52
98507,02-Jan-12,1,249,1087,8
98508,02-Jan-12,1,235,1224,8
98509,02-Jan-12,1,101,1217,9
98510,02-Jan-12,1,13,997,9
98511,02-Jan-12,1,14,643,9
98512,02-Jan-12,1,29,1113,9
98513,02-Jan-12,2,307,1110,13
98514,02-Jan-12,1,230,1251,8
98515,02-Jan-12,3,200,928,27
98516,02-Jan-12,2,306,1582,8
98517,02-Jan-12,1,164,124,9
98518,02-Jan-12,1,75,597,9
98519,02-Jan-12,1,174,921,9
98520,02-Jan-12,1,115,234,9
98521,02-Jan-12,1,207,1444,8
98522,02-Jan-12,2,306,1144,8
98523,02-Jan-12,2,199,256,9
98524,02-Jan-12,3,200,1384,9
98525,02-Jan-12,3,200,728,9
98526,02-Jan-12,1,125,1458,9
98527,02-Jan-12,2,307,653,13
98528,03-Jan-12,1,179,626,9
98529,03-Jan-12,4,308,1348,9
98530,03-Jan-12,1,34,468,9
98531,03-Jan-12,1,285,1052,9
98532,03-Jan-12,1,188,837,9
98533,03-Jan-12,4,309,298,8
98534,03-Jan-12,1,114,2,9
98535,03-Jan-12,2,307,194,13
98536,03-Jan-12,1,58,1181,9
98537,03-Jan-12,1,26,354,9
98538,03-Jan-12,2,306,312,16
98539,03-Jan-12,1,290,523,9
98540,03-Jan-12,1,170,69,9
98541,03-Jan-12,2,199,1139,9
98542,03-Jan-12,1,67,72,9
98543,03-Jan-12,1,191,514,9
98544,03-Jan-12,1,124,1096,9
98545,03-Jan-12,1,2,690,9
98546,03-Jan-12,1,43,394,18
98547,03-Jan-12,1,272,1436,13
98548,03-Jan-12,1,297,124,13
98549,03-Jan-12,2,307,1610,13
98550,03-Jan-12,1,1,272,9
98551,03-Jan-12,1,255,1353,13
98552,03-Jan-12,1,220,1416,8
98553,03-Jan-12,1,298,272,13
98554,03-Jan-12,1,296,1183,13
98555,03-Jan-12,4,309,184,8
98556,03-Jan-12,4,308,312,9
98557,03-Jan-12,1,265,528,13
98558,03-Jan-12,1,41,472,9
98559,03-Jan-12,1,153,712,9
98560,03-Jan-12,1,74,959,9
98561,03-Jan-12,1,296,1530,13
98562,03-Jan-12,2,199,385,9
98563,03-Jan-12,2,199,244,9
98564,03-Jan-12,3,200,583,9
98565,03-Jan-12,1,253,1605,13
98566,03-Jan-12,4,308,856,27
98567,03-Jan-12,1,185,47,9
98568,03-Jan-12,1,14,1561,9
98569,03-Jan-12,4,309,1332,8
98570,03-Jan-12,4,309,984,8
98571,03-Jan-12,1,277,1329,13
98572,03-Jan-12,4,308,536,27
98573,03-Jan-12,1,62,1166,9
98574,03-Jan-12,1,12,1422,9
98575,03-Jan-12,1,270,1172,13
98576,03-Jan-12,3,200,512,9
98577,03-Jan-12,2,199,248,18
98578,03-Jan-12,1,94,930,9
98579,03-Jan-12,1,230,366,8
98580,03-Jan-12,1,79,1427,9
98581,03-Jan-12,1,295,1577,13
98582,03-Jan-12,1,87,1273,9
98583,03-Jan-12,2,199,1305,27
98584,03-Jan-12,2,307,1152,13
98585,03-Jan-12,1,254,1329,13
98586,03-Jan-12,4,308,1088,9
98587,03-Jan-12,4,310,1151,13
98588,03-Jan-12,1,275,233,13
98589,03-Jan-12,4,308,372,9
98590,03-Jan-12,1,245,1332,8
98591,03-Jan-12,2,306,249,8
98592,03-Jan-12,1,67,2507,180
98593,03-Jan-12,1,162,1202,9
98594,03-Jan-12,1,84,243,9
98595,03-Jan-12,3,200,341,9
98596,03-Jan-12,1,115,409,9
98597,03-Jan-12,4,308,393,9
98598,03-Jan-12,2,306,1121,16
98599,03-Jan-12,1,123,118,9
98600,03-Jan-12,1,117,1103,9
98601,03-Jan-12,1,253,1170,13
98602,03-Jan-12,1,176,3,9
98603,03-Jan-12,2,307,548,13
98604,03-Jan-12,2,199,653,9
98605,03-Jan-12,1,218,1515,8
98606,03-Jan-12,3,200,1287,9
98607,03-Jan-12,1,104,816,18
98608,03-Jan-12,3,200,1470,9
98609,03-Jan-12,1,36,720,9
98610,03-Jan-12,1,215,559,8
98611,03-Jan-12,3,200,649,9
98612,03-Jan-12,4,309,311,16
98613,03-Jan-12,4,309,1585,16
98614,03-Jan-12,3,200,425,18
98615,03-Jan-12,2,199,1552,9
98616,03-Jan-12,1,254,1608,13
98617,03-Jan-12,1,53,379,9
98618,03-Jan-12,2,307,243,52
98619,03-Jan-12,1,257,660,13
98620,03-Jan-12,1,11,673,9
98621,03-Jan-12,4,309,1104,8
98622,03-Jan-12,1,134,247,9
98623,03-Jan-12,1,108,331,9
98624,03-Jan-12,1,23,1411,9
98625,03-Jan-12,2,199,1497,18
98626,03-Jan-12,1,85,502,9
98627,03-Jan-12,4,310,1224,13
98628,03-Jan-12,1,81,1200,9
98629,03-Jan-12,1,281,943,13
98630,03-Jan-12,4,309,535,8
98631,03-Jan-12,2,199,511,9
98632,03-Jan-12,1,224,1551,8
98633,03-Jan-12,4,308,1162,9
98634,03-Jan-12,1,136,1493,9
98635,03-Jan-12,1,221,510,8
98636,03-Jan-12,1,290,1184,9
98637,03-Jan-12,1,240,2509,160
98638,03-Jan-12,2,307,691,26
98639,03-Jan-12,2,306,526,24
98640,03-Jan-12,1,242,948,8
98641,03-Jan-12,4,309,1592,8
98642,03-Jan-12,2,199,872,9
98643,03-Jan-12,1,193,580,9
98644,03-Jan-12,3,200,1532,18
98645,03-Jan-12,1,214,1148,8
98646,03-Jan-12,1,66,173,9
98647,03-Jan-12,1,181,1191,9
98648,03-Jan-12,1,131,1115,9
98649,03-Jan-12,1,18,153,9
98650,03-Jan-12,1,267,556,13
98651,03-Jan-12,2,306,154,8
98652,03-Jan-12,2,307,483,13
98653,03-Jan-12,1,4,856,9
98654,03-Jan-12,1,263,1437,8
98655,03-Jan-12,1,32,68,9
98656,03-Jan-12,2,199,887,18
98657,03-Jan-12,2,307,447,26
98658,03-Jan-12,1,132,459,18
98659,03-Jan-12,1,240,135,8
98660,03-Jan-12,1,127,549,9
98661,03-Jan-12,1,60,1322,9
98662,03-Jan-12,3,200,1011,18
98663,03-Jan-12,4,308,807,9
98664,03-Jan-12,1,233,513,8
98665,03-Jan-12,1,244,724,8
98666,03-Jan-12,1,151,52,9
98667,03-Jan-12,1,55,1035,9
98668,03-Jan-12,1,102,470,9
98669,03-Jan-12,1,264,369,13
98670,03-Jan-12,1,26,1469,9
98671,03-Jan-12,1,110,443,18
98672,03-Jan-12,1,128,1228,9
98673,03-Jan-12,1,112,679,9
98674,03-Jan-12,1,128,1362,9
98675,03-Jan-12,1,130,566,9
98676,03-Jan-12,1,5,981,9
98677,03-Jan-12,2,306,1119,8
98678,03-Jan-12,1,169,40,9
98679,03-Jan-12,1,140,345,18
98680,03-Jan-12,1,174,1144,9
98681,03-Jan-12,4,308,1305,18
98682,03-Jan-12,4,308,504,18
98683,03-Jan-12,1,161,153,9
98684,03-Jan-12,1,129,1157,9
98685,03-Jan-12,1,62,1117,9
98686,03-Jan-12,1,148,473,9
98687,03-Jan-12,2,306,1355,8
98688,03-Jan-12,1,267,974,13
98689,03-Jan-12,1,270,1612,13
98690,03-Jan-12,1,299,992,13
98691,03-Jan-12,2,306,356,8
98692,03-Jan-12,1,72,357,9
98693,03-Jan-12,1,301,642,13
98694,03-Jan-12,1,227,1631,8
98695,03-Jan-12,4,308,1552,18
98696,03-Jan-12,4,309,817,8
98697,03-Jan-12,1,166,514,9
98698,03-Jan-12,4,308,358,18
98699,03-Jan-12,1,143,1255,9
98700,03-Jan-12,4,309,1649,24
98701,03-Jan-12,2,306,46,8
98702,03-Jan-12,1,220,1546,8
98703,03-Jan-12,1,210,638,8
98704,03-Jan-12,1,40,1054,9
98705,03-Jan-12,1,284,1519,9
98706,03-Jan-12,1,22,1270,9
98707,03-Jan-12,1,253,972,13
98708,03-Jan-12,1,194,1033,9
98709,03-Jan-12,2,306,322,8
98710,03-Jan-12,1,265,699,13
98711,03-Jan-12,1,227,565,8
98712,03-Jan-12,1,109,270,9
98713,03-Jan-12,4,308,8,18
98714,03-Jan-12,2,307,1142,26
98715,03-Jan-12,1,207,277,8
98716,03-Jan-12,1,45,386,9
98717,03-Jan-12,1,278,97,13
98718,03-Jan-12,2,306,1088,16
98719,04-Jan-12,3,200,953,9
98720,04-Jan-12,1,169,932,9
98721,04-Jan-12,4,310,1522,13
98722,04-Jan-12,4,310,1376,26
98723,04-Jan-12,1,186,357,9
98724,04-Jan-12,1,119,1494,9
98725,04-Jan-12,3,200,899,9
98726,04-Jan-12,2,306,857,24
98727,04-Jan-12,1,194,1610,9
98728,04-Jan-12,1,95,1137,9
98729,04-Jan-12,1,110,1410,9
98730,04-Jan-12,1,113,525,9
98731,04-Jan-12,1,153,819,9
98732,04-Jan-12,4,308,1424,9
98733,04-Jan-12,2,306,1250,16
98734,04-Jan-12,1,79,235,9
98735,04-Jan-12,3,200,1096,9
98736,04-Jan-12,1,192,2505,180
98737,04-Jan-12,1,261,727,13
98738,04-Jan-12,1,237,337,8
98739,04-Jan-12,4,308,78,9
98740,04-Jan-12,1,62,585,9
98741,04-Jan-12,2,307,165,26
98742,04-Jan-12,1,144,1497,9
98743,04-Jan-12,1,207,1398,8
98744,04-Jan-12,1,43,1568,9
98745,04-Jan-12,1,89,538,9
98746,04-Jan-12,1,171,1412,9
98747,04-Jan-12,4,309,255,8
98748,04-Jan-12,1,172,1647,9
98749,04-Jan-12,1,135,781,9
98750,04-Jan-12,1,38,1354,9
98751,04-Jan-12,2,199,752,9
98752,04-Jan-12,1,113,297,9
98753,04-Jan-12,4,310,1224,13
98754,04-Jan-12,1,178,1308,9
98755,04-Jan-12,1,269,1393,13
98756,04-Jan-12,1,209,1023,8
98757,04-Jan-12,4,308,186,9
98758,04-Jan-12,1,299,496,13
98759,04-Jan-12,1,301,1376,13
98760,04-Jan-12,1,188,321,9
98761,04-Jan-12,1,126,314,9
98762,04-Jan-12,1,189,384,9
98763,04-Jan-12,1,270,1504,13
98764,04-Jan-12,1,167,1507,9
98765,04-Jan-12,1,132,919,9
98766,04-Jan-12,1,153,670,9
98767,04-Jan-12,1,85,217,9
98768,04-Jan-12,4,310,1561,13
98769,04-Jan-12,1,47,379,9
98770,04-Jan-12,4,310,1036,13
98771,04-Jan-12,1,96,413,9
98772,04-Jan-12,1,166,909,9
98773,04-Jan-12,1,224,1517,8
98774,04-Jan-12,1,88,709,9
98775,04-Jan-12,2,306,1224,16
98776,04-Jan-12,1,195,958,9
98777,04-Jan-12,1,187,730,9
98778,04-Jan-12,1,270,1524,13
98779,04-Jan-12,2,306,524,8
98780,04-Jan-12,1,116,808,9
98781,04-Jan-12,1,166,744,9
98782,04-Jan-12,1,205,1361,8
98783,04-Jan-12,2,307,636,13
98784,04-Jan-12,1,158,870,9
98785,04-Jan-12,1,173,14,9
98786,04-Jan-12,1,202,375,8
98787,04-Jan-12,1,234,953,8
98788,04-Jan-12,1,277,690,13
98789,04-Jan-12,1,103,1466,9
98790,04-Jan-12,1,179,651,9
98791,04-Jan-12,1,235,1104,8
98792,04-Jan-12,2,306,1641,8
98793,04-Jan-12,1,49,1468,9
98794,04-Jan-12,2,306,1562,8
98795,04-Jan-12,2,199,1518,18
98796,04-Jan-12,1,113,704,9
98797,04-Jan-12,1,281,948,13
98798,04-Jan-12,1,15,1549,9
98799,04-Jan-12,1,24,1612,9
98800,04-Jan-12,1,174,131,9
98801,04-Jan-12,2,306,1493,8
98802,04-Jan-12,4,309,1465,8
98803,04-Jan-12,1,158,796,9
98804,04-Jan-12,2,199,601,9
98805,04-Jan-12,1,33,1238,9
98806,04-Jan-12,1,183,1309,9
98807,04-Jan-12,1,255,1061,13
98808,04-Jan-12,2,199,1204,18
98809,04-Jan-12,1,12,710,9
98810,04-Jan-12,1,148,550,9
98811,04-Jan-12,1,109,446,18
98812,04-Jan-12,1,204,8,8
98813,04-Jan-12,1,252,802,13
98814,04-Jan-12,2,307,1270,13
98815,04-Jan-12,2,306,12,8
98816,04-Jan-12,1,84,242,9
98817,04-Jan-12,1,171,1340,9
98818,04-Jan-12,1,134,1141,9
98819,04-Jan-12,2,199,1239,27
98820,04-Jan-12,3,200,442,18
98821,04-Jan-12,1,189,1245,9
98822,04-Jan-12,2,199,1241,9
98823,04-Jan-12,1,165,662,9
98824,04-Jan-12,1,268,40,13
98825,04-Jan-12,1,231,1378,8
98826,04-Jan-12,2,307,424,26
98827,04-Jan-12,1,43,357,9
98828,04-Jan-12,3,200,553,9
98829,04-Jan-12,1,296,555,13
98830,04-Jan-12,1,8,1004,9
98831,04-Jan-12,3,200,1479,9
98832,04-Jan-12,1,207,1152,8
98833,04-Jan-12,1,255,993,13
98834,04-Jan-12,1,170,409,9
98835,04-Jan-12,1,237,1173,8
98836,04-Jan-12,3,200,1222,9
98837,04-Jan-12,2,199,1483,9
98838,04-Jan-12,1,141,1036,9
98839,04-Jan-12,1,227,642,8
98840,04-Jan-12,1,251,155,13
98841,04-Jan-12,1,224,1206,8
98842,04-Jan-12,1,37,1073,9
98843,04-Jan-12,1,149,272,9
98844,04-Jan-12,1,111,1135,9
98845,04-Jan-12,1,305,504,8
98846,04-Jan-12,1,202,1251,8
98847,04-Jan-12,1,94,888,9
98848,04-Jan-12,1,64,420,18
98849,04-Jan-12,1,293,678,13
98850,04-Jan-12,4,309,574,24
98851,04-Jan-12,1,234,332,8
98852,04-Jan-12,1,30,865,9
98853,04-Jan-12,4,309,556,8
98854,04-Jan-12,4,310,120,13
98855,04-Jan-12,1,155,745,9
98856,04-Jan-12,1,171,1532,9
98857,04-Jan-12,1,210,360,8
98858,04-Jan-12,3,200,976,9
98859,04-Jan-12,2,307,620,13
98860,04-Jan-12,1,99,1596,9
98861,04-Jan-12,1,272,662,13
98862,04-Jan-12,1,151,49,9
98863,04-Jan-12,1,164,1652,9
98864,04-Jan-12,1,45,1245,9
98865,04-Jan-12,2,306,607,8
98866,04-Jan-12,1,259,789,13
98867,04-Jan-12,1,197,746,9
98868,04-Jan-12,4,310,755,13
98869,04-Jan-12,1,2,1284,9
98870,04-Jan-12,1,236,1422,8
98871,05-Jan-12,1,48,1584,9
98872,05-Jan-12,2,307,481,26
98873,05-Jan-12,1,132,436,18
98874,05-Jan-12,1,159,1285,9
98875,05-Jan-12,1,181,1409,9
98876,05-Jan-12,1,22,1269,9
98877,05-Jan-12,2,199,782,9
98878,05-Jan-12,1,301,67,13
98879,05-Jan-12,1,263,1158,8
98880,05-Jan-12,1,246,457,16
98881,05-Jan-12,3,200,10,18
98882,05-Jan-12,1,217,2494,160
98883,05-Jan-12,1,215,67,8
98884,05-Jan-12,1,129,694,9
