market,sector,symbol,symbol_name,description,link_website,one_report_link
SET,FOOD,F&D,บริษัท ฟู้ดแอนด์ดริ๊งส์ จำกัด (มหาชน),บริษัทประกอบธุรกิจหลักคือ ผลิตและจำหน่ายอาหารเพื่อส่งออกและขายในประเทศ โดยสินค้าอาหารดังกล่าว เป็นการแปรรูปผัก ผลไม้และเนื้อสัตว์เป็นอาหารนานาชนิด ขึ้นอยู่กับความต้องการของลูกค้า ทั้งนี้ สินค้าที่ผลิตรวมถึง ผัก ผลไม้ เครื่องเทศ อาหารบรรจุภาชนะปิดผนึก ผลิตภัณฑ์เนื้อปรุงรสบรรจุกระป๋อง และซอสเนื้อ ผัก ผลไม้ อาหารสำเร็จรูปพร้อมบริโภค (ready-to-eat) อาหารสำเร็จรูปแช่แข็ง น้ำผัก ผลไม้ และเครื่องดื่ม,http://www.foodanddrinks.co.th,https://weblink.set.or.th/dat/f56/0410ONE010420241929070461T.zip
SET,FOOD,GLOCON,บริษัท โกลบอล คอนซูเมอร์ จำกัด (มหาชน),"ธรุกิจหลักของบริษัท ประกอบด้วย 2 ธุรกิจหลักประกอบด้วย(1) ธุรกิจผลิตและจำหน่ายบรรจุภัณฑ์พลาสติกประเภทต่างๆ เช่น พลาสติกชนิดอ่อนตัว, ขวดพีอีที และบรรจุภัณฑ์พลาสติกขึ้นรูปด้วยระบบ Vacuum เช่น ถาดบรรจุอาหาร เพื่อใช้สำหรับบรรจุสินค้าอุปโภคและบริโภคประเภทต่างๆ โดยเฉพาะในกลุ่มอุตสาหกรรมอาหาร (บริษัท โกลบอล คอนซูเมอร์ จำกัด (มหาชน)) (?GLOCON?) และ (บริษัท พร้อมแพค จำกัด) (?PP?)(2) ธุรกิจอาหาร โดยแบ่งประเภทเป็น (2.1)ธุรกิจผลิตและจัดจำหน่ายอาหารแปรรูปแช่แข็งและอาหารกึ่งสำเร็จรูปพร้อมทาน (บริษัท เอ็นพีพี ฟู้ด เซอร์วิส จำกัด)(?NPPFS?) (2.2) ธุรกิจผลิตและจัดจำหน่ายผลไม้อบแห้ง (บริษัท ฟรุตตี้ดราย จำกัด) (?FD?)  (2.3) ธุรกิจผลิต และจัดจำหน่ายผลิตภัณฑ์แปรรูปจากเนื้อสัตว์ (บริษัท พงษ์-ศรา แมนูแฟคเจอริ่ง จำกัด) (?PSM?) และ (บริษัท พงษ์-ศรา ดิสทริบิวชั่น จำกัด) (?PSD?) นอกจากนี้ยังได้ลงทุนและประกอบธุรกิจอื่น ที่มีความต่อเนื่องและเป็นการสนับสนุนธุรกิจหลัก เช่น ธุรกิจเทรดดิ้ง (บริษัท โกลคอน อินเตอร์เนชั่นแนล จำกัด) (?GCI?)",http://www.glocon.co.th,https://weblink.set.or.th/dat/f56/0404ONE010420241908070683T.zip
SET,FOOD,HTC,บริษัท หาดทิพย์ จำกัด (มหาชน),ผลิตและจำหน่ายเครื่องดื่มน้ำอัดลม ซึ่งได้รับลิขสิทธิ์จากโคคา-โคลา คัมปะนี (ประเทศสหรัฐอเมริกา) เมืองแอตแลนต้า มลรัฐจอร์เจียร์ ให้ผลิตและจำหน่ายภายใต้เครื่องหมายการค้า โคคา-โคลา แฟนต้า สไปร์ท และผลิตภัณฑ์อื่นที่โคคา -โคลา คัมปะนี เป็นเจ้าของ ได้แก่ กลุ่มผลิตภัณฑ์น้ำผลไม้มินิท เมด เครื่องดื่มอควาเรียส และน้ำดื่มน้ำทิพย์ มีขอบเขตการผลิตเพื่อจำหน่ายเฉพาะใน 14 จังหวัดภาคใต้,http://www.haadthip.com,https://weblink.set.or.th/dat/f56/0140ONE260320241528140940T.zip
SET,FOOD,ICHI,บริษัท อิชิตัน กรุ๊ป จำกัด (มหาชน),"บริษัท อิชิตัน กรุ๊ป จำกัด (มหาชน) ประกอบธุรกิจเครื่องดื่ม เป็นผู้ผลิตและจำหน่ายเครื่องดื่มชาเขียวพร้อมดื่ม อิชิตัน กรีนที, เครื่องดื่มสมุนไพร เย็นเย็น โดยอิชิตัน และเครื่องดื่มน้ำผลไม้ไม่อัดลม ?ไบเล่? ในปี 2557 บริษัทได้เข้าทำสัญญาร่วมลงทุนกับบริษัท พีที อาทรี่ แปซิฟิค (?AP?) ซึ่งเป็นนิติบุคคลที่จัดตั้งขึ้นในประเทศอินโดนีเซีย เพื่อร่วมลงทุนในบริษัท พีที อิชิ ตัน อินโดนีเซีย ซึ่งเป็นกิจการร่วมค้าที่จะจัดตั้งขึ้นใหม่ในประเทศอินโดนีเซีย และมีวัตถุประสงค์เพื่อผลิตและจำหน่ายเครื่องดื่มพร้อมดื่ม แบรนด์ ?อิชิตัน? ในประเทศอินโดนีเซีย โดยบริษัทและ AP เข้าลงทุนในกิจการร่วมค้าในอัตราส่วนที่เท่ากัน (อัตราร้อยละ 50 ของหุ้นที่ออกและจำหน่ายได้ทั้งหมดของกิจการร่วมค้า)",http://www.ichitangroup.com,https://weblink.set.or.th/dat/f56/1178ONE270320241511270407T.zip
SET,FOOD,ITC,บริษัท ไอ-เทล คอร์ปอเรชั่น จำกัด (มหาชน),รับจ้างผลิตและจัดจำหน่ายอาหารสัตว์เลี้ยง,http://www.i-tail.com,https://weblink.set.or.th/dat/f56/1725ONE140320241802370291T.zip
SET,FOOD,JDF,บริษัท เจดีฟู้ด จำกัด (มหาชน),ผลิตและจำหน่ายสินค้าเครื่องปรุงรสอาหาร ซอส ไส้ขนม และอาหารอบแห้ง,http://www.jdfthailand.com,https://weblink.set.or.th/dat/f56/1695ONE260320240932530985T.zip
SET,FOOD,KBS,บริษัท น้ำตาลครบุรี จำกัด (มหาชน),ผลิตและจำหน่ายน้ำตาลทราย และธุรกิจที่เกี่ยวกับผลิตภัณฑ์พลอยได้ที่ได้จากการผลิตน้ำตาลทราย ได้แก่ การขายกากน้ำตาล การขายไฟฟ้า,http://www.kbs.co.th,https://weblink.set.or.th/dat/f56/1061ONE270320241608560391T.zip
SET,FOOD,KCG,บริษัท เคซีจี คอร์ปอเรชั่น จำกัด (มหาชน),ผลิตและจัดจำหน่ายอาหารและขนมตะวันตก (Western foods) แบ่งเป็น 3 กลุ่มผลิตภัณฑ์หลัก ได้แก่ ผลิตภัณฑ์ที่ทำจากนม (Dairy Products) ผลิตภัณฑ์เกี่ยวกับการประกอบอาหารและเบเกอรี่ (Food and Bakery Ingredients) และผลิตภัณฑ์บิสกิต (Biscuits),http://www.kcgcorporation.com,https://weblink.set.or.th/dat/f56/1763ONE220320241826560573T.zip
SET,FOOD,KSL,บริษัท น้ำตาลขอนแก่น จำกัด (มหาชน),บริษัท และบริษัทย่อยเเป็นผู้ผลิตและจำหน่ายน้ำตาลทราย รวมทั้งผลิตภัณฑ์เกี่ยวเนื่อง เช่น ไฟฟ้า เอทานอล และปุ๋ยอินทรีย์,http://www.kslgroup.com,https://weblink.set.or.th/dat/f56/0828ONE240120241640070866T.zip
SET,FOOD,KTIS,บริษัท เกษตรไทย อินเตอร์เนชั่นแนล ชูการ์ คอร์ปอเรชั่น จำกัด (มหาชน),กลุ่มบริษัทดำเนินธุรกิจน้ำตาลทราย และอุตสาหกรรมต่อเนื่องครบวงจรที่เกี่ยวกับผลพลอยได้จากการผลิตน้ำตาลทราย  ได้แก่ โรงงานผลิตเอทานอล โรงงานผลิตเยื่อกระดาษฟอกขาวจากชานอ้อย โรงไฟฟ้าชีวมวล และโรงงานผลิตวัสดุปรับปรุงดินชีวภาพ,http://www.ktisgroup.com,https://weblink.set.or.th/dat/f56/1149ONE271220231516290552T.zip
SET,FOOD,LST,บริษัท ล่ำสูง (ประเทศไทย) จำกัด (มหาชน),ผลิตและจำหน่ายน้ำมันปาล์ม น้ำมันพืช ไขมันพืชผสม และเนยเทียม ผักและผลไม้แช่แข็งหรือบรรจุกระป๋อง น้ำผลไม้ กาแฟ เครื่องดื่มต่างๆ และซอสปรุงรส,http://www.lamsoon.co.th,https://weblink.set.or.th/dat/f56/0574ONE250320241132390674T.zip
SET,FOOD,M,บริษัท เอ็มเค เรสโตรองต์ กรุ๊ป จำกัด (มหาชน),"ประกอบธุรกิจร้านอาหาร ""เอ็ม เค สุกี้"" ร้านอาหารญี่ปุ่น ""ยาโยอิ"" ซึ่งได้รับสิทธิแฟรนไชส์จากประเทศญี่ปุ่น รวมถึงร้านอาหารญี่ปุ่นแบรนด์อื่นๆ อีก 2 แบรนด์ ได้แก่ ""ฮากาตะ"" และ ""มิยาซากิ"" ร้านอาหารไทย ""ณ สยาม"" และ ""เลอสยาม"" ร้านกาแฟ/เบเกอรี่ ""เลอ เพอทิท""",http://www.mkrestaurant.com,https://weblink.set.or.th/dat/f56/1145ONE220320241255420732T.zip
SET,FOOD,MALEE,บริษัท มาลีกรุ๊ป จำกัด (มหาชน),ผู้ผลิตและจัดจำหน่ายผลิตภัณฑ์อาหารและเครื่องดื่ม,http://www.maleegroup.com,https://weblink.set.or.th/dat/f56/0293ONE180320241916260278T.zip
SET,FOOD,NRF,บริษัท เอ็นอาร์ อินสแตนท์ โปรดิวซ์ จำกัด (มหาชน),ผลิต จัดหา และจำหน่ายผลิตภัณฑ์ปรุงรสอาหาร อาหารสำเร็จรูป เครื่องปรุงสำหรับประกอบอาหาร อาหารมังสวิรัตที่ไม่มีส่วนผสมของไข่และนม อาหารโปรตีนจากพืช และเครื่องดื่มสำเร็จรูปชนิดผงและน้ำ,https://www.nrinstant.com/,https://weblink.set.or.th/dat/f56/1586ONE260320242143470168T.zip
SET,FOOD,NSL,บริษัท เอ็นเอสแอล ฟู้ดส์ จำกัด (มหาชน),ผลิตและจำหน่ายสินค้าเบเกอรี่ อาหารรองท้อง และขนมขบเคี้ยว รวมทั้งนำเข้าและจำหน่ายเนื้อสัตว์และผักแช่แข็ง,http://www.nslfoods.com,https://weblink.set.or.th/dat/f56/1621ONE010420242150220041T.zip
SET,FOOD,OSP,บริษัท โอสถสภา จำกัด (มหาชน),การดำเนินธุรกิจหลักของโอสถสภาแบ่งเป็น 3 กลุ่มตามลักษณะธุรกิจ กลยุทธ์ทางการตลาด และกลุ่มลูกค้า โดยมีกลุ่มธุรกิจหลักประกอบด้วย (1) กลุ่มผลิตภัณฑ์เครื่องดื่ม (2) กลุ่มผลิตภัณฑ์ของใช้ส่วนบุคคล และ (3) กลุ่มผลิตภัณฑ์เพื่อสุขภาพและลูกอม ส่วนธุรกิจอื่นที่ไม่ใช่ธุรกิจหลักประกอบด้วย ธุรกิจการให้บริการรับจ้างผลิตสินค้าและบรรจุภัณฑ์ (OEM) และธุรกิจให้บริการเทคโนโลยีการตลาด,http://www.osotspa.com,https://weblink.set.or.th/dat/f56/1450ONE270320241832020375T.zip
SET,FOOD,PB,บริษัท เพรซิเดนท์ เบเกอรี่ จำกัด (มหาชน),ผลิตและจำหน่ายขนมปัง และเบเกอรี่ ภายใต้แบรนด์ ฟาร์มเฮ้าส์ โดยมีสายธุรกิจแบ่งเป็น 1. ธุรกิจเบเกอรี่ค้าส่ง 2. ธุรกิจค้าปลีก 3. ธุรกิจฟาสต์ฟู้ด  4. ขายต่างประเทศ (ผ่านผู้ค้าในประเทศ),http://www.farmhouse.co.th,https://weblink.set.or.th/dat/f56/0687ONE290320242048380748T.zip
